For defect 0, we calculate:
Ed = 0.32704648480881177 +/- -0.05179005302545804 eV
nu0 = 117037251.33960691 +/- 12206821.4733662 Hz
chi squared reduced for arrhenius fit
For each frequency,
T0 [K]	err in T0 (one stdev) [K]	Frequency [Hz]	chi squared reduced for T0 fit	1/T0 [1/K]	err in 1/T0 [1/K]	ln(F/T0^2) [ln(Hz/K^2)]	err in ln(F/T0^2) [ln(Hz/K^2)]	
191.09639469586196	2.697165626139834	10000.0	0.755189159348248	0.005232961101079602	7.385886493160715e-05	-1.2952155980395852	0.02822832560951752	
193.98843874552375	2.7276269545987875	13894.955	0.577090322089903	0.005154946379623228	7.248251898669504e-05	-0.9963160227882492	0.028121541389143502	
196.84140426797538	2.8132387397339933	19306.977	0.4315115411599792	0.0050802319954933	7.260619537697064e-05	-0.6965748879033146	0.028583810913115765	
199.91956015627244	2.8935410189435045	26826.958	0.3523027727394834	0.005002011805239685	7.239674959462226e-05	-0.3986676164037558	0.02894705267140135	
202.9230046334814	3.0654564728421536	37275.937	0.27552946427337927	0.004927977494745829	7.444449453414289e-05	-0.09954996233995976	0.030213001018578125	
206.3302446698701	3.3161156154069498	51794.747	0.19651778703749045	0.004846599206044694	7.789397688399424e-05	0.1960879846096183	0.032143766617567474	
209.84604229539943	3.665525643140834	71968.567	0.13335047667024413	0.004765398427635362	8.324050310985247e-05	0.49123647339322807	0.03493538027256086	
213.7393702877498	4.19923637357309	100000.0	0.0762649576518775	0.0046785952379935205	9.19181490717354e-05	0.7834107111055173	0.03929305460121647	
